% Model:              PROYECTO.mph
% Version:            COMSOL 5.6.0.280
% Date:               Jul 14 2026, 18:41
% Table:              Tabla 5 - Valor propio 1
% B (T)                                           lambda                                            Energía propia (eV)                               Probabilidad total (1)
15.700000000000001                                0.0876516083668714+2.491185671379464E-16i         0.08765160836687141+2.491185671379464E-16i        0.9999999999999989
15.700000000000001                                0.09110531045008254-4.172218572201837E-16i        0.09110531045008254-4.1722185722018375E-16i       0.9999999999999998
15.700000000000001                                0.09307547439208841-1.7313663143415016E-13i       0.09307547439208842-1.7313663143415016E-13i       1.0000000000000002
15.700000000000001                                0.09326950220922854-2.800443569607055E-12i        0.09326950220922856-2.8004435696070552E-12i       0.9999999999999966
15.700000000000001                                0.09434355878963228+2.743265609346152E-13i        0.09434355878963228+2.743265609346152E-13i        0.9999999999999996
15.700000000000001                                0.09821219583915335+4.631450385508339E-12i        0.09821219583915335+4.631450385508339E-12i        1.0000000000000022
15.700000000000001                                0.09994279001414906+4.074634095243691E-11i        0.09994279001414906+4.074634095243692E-11i        1
15.700000000000001                                0.10253865235491035+8.236543372470775E-10i        0.10253865235491035+8.236543372470775E-10i        0.9999999999999988
15.8                                              -0.0589314829670676+2.0941212062931647E-15i       -0.05893148296706761+2.094121206293165E-15i       0.9999999999999964
15.8                                              -0.04938093380952435-1.6651985160712319E-15i      -0.04938093380952435-1.665198516071232E-15i       1.0000000000000007
15.8                                              -0.03992214372430972+8.427636819612328E-16i       -0.039922143724309724+8.427636819612329E-16i      1.000000000000002
15.8                                              -0.030577087300129896+5.172321045901371E-16i      -0.0305770873001299+5.172321045901371E-16i        1.0000000000000004
15.8                                              -0.021361719910531096-5.630444730657351E-16i      -0.021361719910531096-5.630444730657351E-16i      0.9999999999999983
15.8                                              -0.012288742239319361-7.122845499425942E-17i      -0.012288742239319363-7.122845499425942E-17i      1.0000000000000009
15.8                                              -0.0033690517200496706+4.52914159495442E-17i      -0.003369051720049671+4.52914159495442E-17i       0.9999999999999991
15.8                                              -5.655172778825934E-4-5.406096075240607E-18i      -5.655172778825934E-4-5.406096075240607E-18i      0.9999999999999996
15.8                                              0.005387454166942626+1.712376627879079E-17i       0.005387454166942626+1.712376627879079E-17i       1
15.8                                              0.01070999880903091+9.613807320327161E-17i        0.010709998809030912+9.613807320327163E-17i       1.0000000000000013
15.8                                              0.013971274981320184-1.147942181668884E-16i       0.013971274981320184-1.147942181668884E-16i       1.0000000000000004
15.8                                              0.02170355471767249-5.495814506706596E-16i        0.021703554717672494-5.495814506706596E-16i       1.0000000000000007
15.8                                              0.022373215035816907-9.022829831971017E-18i       0.022373215035816907-9.022829831971017E-18i       0.9999999999999996
15.8                                              0.030581787717564132-2.1188881383210846E-16i      0.030581787717564132-2.1188881383210848E-16i      1.000000000000002
15.8                                              0.03138367753090644-1.0317951144717475E-17i       0.03138367753090644-1.0317951144717475E-17i       1.0000000000000009
15.8                                              0.032430573331225454-6.042398920208073E-17i       0.032430573331225454-6.042398920208073E-17i       1.0000000000000018
15.8                                              0.03858832948666905+1.44350344223427E-16i         0.03858832948666905+1.4435034422342701E-16i       1
15.8                                              0.042879915501359465-4.915580898699738E-16i       0.042879915501359465-4.915580898699738E-16i       1.0000000000000004
15.8                                              0.0463802590012233+5.735183734968288E-18i         0.046380259001223306+5.735183734968288E-18i       1.000000000000001
15.8                                              0.049656461011500196+9.046944982922796E-18i       0.049656461011500196+9.046944982922796E-18i       1.0000000000000016
15.8                                              0.053064786121356906-8.150538372524518E-17i       0.053064786121356906-8.150538372524518E-17i       0.9999999999999999
15.8                                              0.053948525858134484-8.028440855377728E-16i       0.05394852585813449-8.028440855377729E-16i        1.0000000000000002
15.8                                              0.06125335807808419-2.164149522676301E-17i        0.0612533580780842-2.1641495226763014E-17i        1.0000000000000013
15.8                                              0.06300254121407824+9.489680362339635E-16i        0.06300254121407824+9.489680362339635E-16i        1
15.8                                              0.06625138711944373+9.61039415676093E-18i         0.06625138711944373+9.61039415676093E-18i         0.9999999999999969
15.8                                              0.06830759257526761-2.2362736144636436E-17i       0.06830759257526761-2.2362736144636436E-17i       1.0000000000000002
15.8                                              0.07265988720017179+9.86158384998346E-17i         0.07265988720017179+9.86158384998346E-17i         1.0000000000000016
15.8                                              0.07507015902811409-4.634547886406567E-17i        0.07507015902811409-4.634547886406567E-17i        0.9999999999999999
15.8                                              0.07659998876225088                               0.07659998876225088                               0.9999999999999968
15.8                                              0.08148665749790149-6.719396580406274E-16i        0.0814866574979015-6.719396580406274E-16i         1.0000000000000013
15.8                                              0.08206223062892938                               0.08206223062892938                               0.9999999999999998
15.8                                              0.08288888032664055-3.6061675332608954E-16i       0.08288888032664055-3.6061675332608954E-16i       0.999999999999998
15.8                                              0.08757594494669357+2.279477296565692E-17i        0.08757594494669357+2.2794772965656923E-17i       0.999999999999998
15.8                                              0.09116416032145952-1.4298924089911376E-15i       0.09116416032145953-1.4298924089911376E-15i       0.9999999999999996
15.8                                              0.093046436137951-8.094926279346783E-14i          0.093046436137951-8.094926279346785E-14i          1.0000000000000016
15.8                                              0.09314307474134882-7.311015202604848E-13i        0.09314307474134882-7.311015202604848E-13i        1
15.8                                              0.09444953852524791+1.0864549007370369E-13i       0.09444953852524791+1.086454900737037E-13i        1.0000000000000009
15.8                                              0.09795746069686272+2.7819627513810022E-12i       0.09795746069686272+2.7819627513810022E-12i       1
15.8                                              0.09999905829426665+2.4182834752065212E-11i       0.09999905829426667+2.4182834752065212E-11i       0.9999999999999992
15.8                                              0.10299411758991836+8.313984648119609E-10i        0.10299411758991836+8.31398464811961E-10i         0.9999999999999986
15.9                                              -0.058897575443947386-6.747755846214979E-15i      -0.058897575443947386-6.74775584621498E-15i       1.000000000000001
15.9                                              -0.0493613926824622+3.625203651215671E-15i        -0.0493613926824622+3.625203651215671E-15i        0.9999999999999991
15.9                                              -0.03991524350975592+4.934571404900829E-16i       -0.03991524350975592+4.934571404900829E-16i       0.9999999999999997
